,統計番号Statistical code,統計番号Statistical code,品名Description,関税率Tariff rate,関税率Tariff rate,関税率Tariff rate,関税率Tariff rate,関税率Tariff rate,関税率（経済連携協定）Tariff rate (EPA),関税率（経済連携協定）Tariff rate (EPA),関税率（経済連携協定）Tariff rate (EPA),関税率（経済連携協定）Tariff rate (EPA),関税率（経済連携協定）Tariff rate (EPA),関税率（経済連携協定）Tariff rate (EPA),関税率（経済連携協定）Tariff rate (EPA),関税率（経済連携協定）Tariff rate (EPA),関税率（経済連携協定）Tariff rate (EPA),関税率（経済連携協定）Tariff rate (EPA),関税率（経済連携協定）Tariff rate (EPA),関税率（経済連携協定）Tariff rate (EPA),関税率（経済連携協定）Tariff rate (EPA),関税率（経済連携協定）Tariff rate (EPA),関税率（経済連携協定）Tariff rate (EPA),関税率（経済連携協定）Tariff rate (EPA),関税率（経済連携協定）Tariff rate (EPA),関税率Tariff rate,単位Unit,単位Unit,他法令Law
113,3906.1,,ポリ（メタクリル酸メチル）,4.1%,,3.4%,,,,,,,,,,,,,,,,,,,,,,,
114,,10.0,－ 塊（不規則な形のものに限る。）、粉（モールディングパウダーを含む。）、粒、フレークその他これらに類する形状のもの,,,,1.36%,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,,KG,ILCR
115,,90.0,－ その他のもの,,,,無税,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,,KG,ILCR
116,3906.9,,その他のもの,,,,,,,,,,,,,,,,,,,,,,,,,,
117,,10.0,1 塊（不規則な形のものに限る。）、粉（モールディングパウダーを含む。）、粒、フレークその他これらに類する形状のもの,4.1%,,2.8%,1.12%,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,,KG,ILCR
118,,90.0,2 その他のもの,4.6%,,3.9%,無税,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,,KG,ILCR
119,39.07,,ポリアセタールその他のポリエーテル、エポキシ樹脂及びポリカーボネート、アルキド樹脂、ポリアリルエステルその他のポリエステル（一次製品に限る。）,,,,,,,,,,,,,,,,,,,,,,,,,,
120,3907.1,0.0,ポリアセタール,4.1%,,2.8%,無税,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,,KG,ILCR
121,3907.2,,その他のポリエーテル,4.1%,,,無税,,,,,,,,,,,,,,,,,,,,,,
122,,100.0,－ ポリジブロモフェニレン-オキシド,,,無税,,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,,KG,ILCR
123,,,－ その他のもの,,,2.8%,,,,,,,,,,,,,,,,,,,,,,,
124,,910.0,－－ 塊（不規則な形のものに限る。）、粉（モールディングパウダーを含む。）、粒、フレークその他これらに類する形状のもの,,,,,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,,KG,ILCR
125,,990.0,－－ その他のもの,,,,,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,,KG,ILCR
126,3907.3,,エポキシ樹脂,4.6%,,3.1%,無税,,,,,,,,,,,,,,,,,,,,,,
127,,10.0,－ 塊（不規則な形のものに限る。）、粉（モールディングパウダーを含む。）、粒、フレークその他これらに類する形状のもの,,,,,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,,KG,ILCR
128,,90.0,－ その他のもの,,,,,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,,KG,ILCR
129,3907.4,,ポリカーボネート,4.1%,,,無税,,,,,,,,,,,,,,,,,,,,,,
130,,100.0,－ テトラブロモビスフェノールA ポリカーボネート,,,無税,,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,,KG,ILCR
131,,900.0,－ その他のもの,,,2.8%,,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,,KG,ILCR
132,3907.5,,アルキド樹脂,4.6%,,,無税,,,,,,,,,,,,,,,,,,,,,,
133,,10.0,－ 塊（不規則な形のものに限る。）、粉（モールディングパウダーを含む。）、粒、フレークその他これらに類する形状のもの,,,3.1%,,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,,KG,ILCR
134,,90.0,－ その他のもの,,,3.9%,,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,,KG,ILCR
135,,,ポリ(エチレンテレフタレート),,,,,,,,,,,,,,,,,,,,,,,,,,
136,3907.61,0.0,粘度数が1グラムにつき78ミリリットル以上のもの,4.6%,,3.1%,無税,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,,KG,ILCR
137,3907.69,0.0,その他のもの,4.6%,,3.1%,無税,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,,KG,ILCR
138,3907.7,0.0,ポリ乳酸,4.6%,,3.1%,無税,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,,KG,ILCR
139,,,その他のポリエステル,,,,,,,,,,,,,,,,,,,,,,,,,,
140,3907.91,0.0,不飽和のもの,4.6%,,3.1%,無税,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,,KG,ILCR
141,3907.99,,その他のもの,,,3.1%,,,,,,,,,,,,,,,,,,,,,,,
142,,,1 塊（不規則な形のものに限る。）、粉（モールディングパウダーを含む。）、粒、フレークその他これらに類する形状のもの,,,,,,,,,,,,,,,,,,,,,,,,,,ILCR
143,,11.0,(1) ポリトリメチレンテレフタレート,無税,,,,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,,KG,
144,,19.0,(2) その他のもの,4.6%,,,無税,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,,KG,
145,,90.0,2 その他のもの,4.6%,,,無税,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,,KG,ILCR
146,39.08,,ポリアミド（一次製品に限る。）,,,,,,,,,,,,,,,,,,,,,,,,,,
147,3908.1,0.0,"ポリアミド-6、-11、-12、-6,6、-6,9、-6,10又は-6,12",5.6%,,3.7%,無税,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,,KG,ILCR
148,3908.9,,その他のもの,,,,,,,,,,,,,,,,,,,,,,,,,,
149,,100.0,1 メタ-アラミド,無税,,(3.7%),,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,,KG,ILCR
150,,,2 その他のもの,5.6%,,3.7%,無税,,,,,,,,,,,,,,,,,,,,,,
151,,910.0,－ 塊（不規則な形のものに限る。）、粉（モールディングパウダーを含む。）、粒、フレークその他これらに類する形状のもの,,,,,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,,KG,ILCR
152,,990.0,－ その他のもの,,,,,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,,KG,ILCR
153,39.09,,アミノ樹脂、フェノール樹脂及びポリウレタン（一次製品に限る。）,,,,,,,,,,,,,,,,,,,,,,,,,,
154,3909.1,0.0,尿素樹脂及びチオ尿素樹脂,4.6%,,3.9%,無税,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,,KG,ILCR
155,3909.2,0.0,メラミン樹脂,4.6%,,3.9%,無税,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,,KG,ILCR
156,,,その他のアミノ樹脂,,,,,,,,,,,,,,,,,,,,,,,,,,
157,3909.31,0.0,ポリ（メチレンフェニルイソシアナート）（粗MDI又はポリメリックMDI）,4.1%,,2.8%,無税,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,,KG,ILCR
158,3909.39,0.0,その他のもの,4.6%,,3.9%,無税,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,,KG,ILCR
159,3909.4,,フェノール樹脂,4.6%,,3.9%,無税,,,,,,,,,,,,,,,,,,,,,,
160,,10.0,－ 塊（不規則な形のものに限る。）、粉（モールディングパウダーを含む。）、粒、フレークその他これらに類する形状のもの,,,,,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,,KG,ILCR
161,,90.0,－ その他のもの,,,,,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,,KG,ILCR
162,3909.5,,ポリウレタン,4.6%,,3.1%,無税,,,,,,,,,,,,,,,,,,,,,,
163,,10.0,－ 塊（不規則な形のものに限る。）、粉（モールディングパウダーを含む。）、粒、フレークその他これらに類する形状のもの,,,,,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,,KG,ILCR
164,,90.0,－ その他のもの,,,,,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,,KG,ILCR
165,39.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,3910.0,,シリコーン（一次製品に限る。）,5.8%,,3.9%,無税,,,,,,,,,,,,,,,,,,,,,,
167,,10.0,－ 塊（不規則な形のものに限る。）、粉（モールディングパウダーを含む。）、粒、フレークその他これらに類する形状のもの,,,,,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,,KG,ILCR
168,,90.0,－ その他のもの,,,,,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,,KG,ILCR
169,39.11,,石油樹脂、クマロン-インデン樹脂、ポリテルペン、ポリ硫化物、ポリスルホン及びこの類の注3のその他の物品（一次製品に限るものとし、他の項に該当するものを除く。）,,,,,,,,,,,,,,,,,,,,,,,,,,
170,3911.1,,石油樹脂、クマロン樹脂、インデン樹脂、クマロン-インデン樹脂及びポリテルペン,4.1%,,2.8%,,,,,,,,,,,,,,,,,,,,,,,
171,,10.0,－ 塊（不規則な形のものに限る。）、粉（モールディングパウダーを含む。）、粒、フレークその他これらに類する形状のもの,,,,1.12%,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,,KG,ILCR
172,,90.0,－ その他のもの,,,,無税,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,,KG,ILCR
173,3911.9,,その他のもの,4.1%,,2.8%,無税,,,,,,,,,,,,,,,,,,,,,,
174,,30.0,－ 塊（不規則な形のものに限る。）、粉（モールディングパウダーを含む。）、粒、フレークその他これらに類する形状のもの,,,,,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,,KG,ILCR
175,,90.0,－ その他のもの,,,,,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,,KG,ILCR
176,39.12,,セルロース及びその化学的誘導体（一次製品に限るものとし、他の項に該当するものを除く。）,,,,,,,,,,,,,,,,,,,,,,,,,,
177,,,酢酸セルロース,,,,,,,,,,,,,,,,,,,,,,,,,,
178,3912.11,0.0,可塑化してないもの,5.5%,,4.6%,無税,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,,KG,CR
179,3912.12,0.0,可塑化したもの,4.6%,,3.9%,無税,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,,KG,CR
180,3912.2,0.0,ニトロセルロース（コロジオンを含む。）,4.6%,,3.9%,無税,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,,KG,EXCR
181,,,セルロースエーテル,,,,,,,,,,,,,,,,,,,,,,,,,,
182,3912.31,0.0,カルボキシメチルセルロース及びその塩,4.6%,,3.1%,無税,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,,KG,CR
183,3912.39,0.0,その他のもの,4.6%,,3.1%,無税,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,,KG,CR
184,3912.9,0.0,その他のもの,4.6%,,3.1%,無税,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,,KG,CR
185,39.13,,天然の重合体（例えば、アルギン酸）及び変性させた天然の重合体（例えば、硬化たんぱく質及び天然ゴムの化学的誘導体）（一次製品に限るものとし、他の項に該当するものを除く。）,,,,,,,,,,,,,,,,,,,,,,,,,,
186,3913.1,0.0,アルギン酸並びにその塩及びエステル,3.9%,,3.3%,無税,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,,KG,CR
187,3913.9,0.0,その他のもの,5.1%,,3.4%,無税,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,,KG,CR
188,39.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,3914.0,,第39.01項から第39.13項までの重合体をもととしたイオン交換体（一次製品に限る。）,6%,,5%,,,,,,,,,,,,,,,,,,,,,,,
190,,10.0,－ ポリスチレンのもの,,,,2%,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,,KG,CR
191,,20.0,－ アクリル樹脂のもの,,,,2%,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,,KG,CR
192,,90.0,－ その他のもの,,,,無税,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,,KG,CR
193,,,第2節 くず、半製品及び製品,,,,,,,,,,,,,,,,,,,,,,,,,,
194,39.15,,プラスチックのくず,,,,,,,,,,,,,,,,,,,,,,,,,,
195,3915.1,0.0,エチレンの重合体のもの,5.8%,,4.8%,無税,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,,KG,IL
196,3915.2,0.0,スチレンの重合体のもの,5.8%,,4.8%,無税,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,,KG,IL
197,3915.3,0.0,塩化ビニルの重合体のもの,5.8%,,4.8%,無税,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,,KG,IL
198,3915.9,0.0,その他のプラスチックのもの,5.3%,,4%,無税,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,,KG,IL
199,39.16,,プラスチックの単繊維で横断面の最大寸法が1ミリメートルを超えるもの、プラスチックの棒及びプラスチックの形材（表面加工をしてあるかないかを問わないものとし、その他の加工をしたものを除く。）,,,,,,,,,,,,,,,,,,,,,,,,,,
200,3916.1,0.0,エチレンの重合体のもの,5.8%,,4.8%,無税,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,,KG,
201,3916.2,0.0,塩化ビニルの重合体のもの,4.6%,,3.9%,無税,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,,KG,
202,3916.9,0.0,その他のプラスチックのもの,5.6%,,4.3%,無税,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,,KG,
203,39.17,,プラスチック製の管及びホース並びにこれらの継手（プラスチック製のものに限る。例えば、ジョイント、エルボー及びフランジ）,,,,,,,,,,,,,,,,,,,,,,,,,,
204,3917.1,,硬化たんぱく質製又はセルロース系材料製の人造ガット（ソーセージケーシング）,,,,,,,,,,,,,,,,,,,,,,,,,,
205,,10.0,1 硬化たんぱく質製のもの,4.8%,,4%,無税,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,,KG,CR
206,,20.0,2 セルロース系材料製のもの,無税,,(無税),,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,,KG,CR
207,,,管及びホース（硬質のものに限る。）,,,,,,,,,,,,,,,,,,,,,,,,,,
208,3917.21,0.0,エチレンの重合体製のもの,5.8%,,4.8%,無税,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,,KG,ILCR
209,3917.22,0.0,プロピレンの重合体製のもの,5.8%,,4.8%,無税,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,,KG,ILCR
210,3917.23,0.0,塩化ビニルの重合体製のもの,4.6%,,3.9%,無税,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,,KG,ILCR
211,3917.29,0.0,その他のプラスチック製のもの,5.4%,,3.9%,無税,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,,KG,ILCR
