,統計番号Statistical code,統計番号Statistical code,品名Description,関税率Tariff rate,関税率Tariff rate,関税率Tariff rate,関税率Tariff rate,関税率Tariff rate,関税率（経済連携協定）Tariff rate (EPA),関税率（経済連携協定）Tariff rate (EPA),関税率（経済連携協定）Tariff rate (EPA),関税率（経済連携協定）Tariff rate (EPA),関税率（経済連携協定）Tariff rate (EPA),関税率（経済連携協定）Tariff rate (EPA),関税率（経済連携協定）Tariff rate (EPA),関税率（経済連携協定）Tariff rate (EPA),関税率（経済連携協定）Tariff rate (EPA),関税率（経済連携協定）Tariff rate (EPA),関税率（経済連携協定）Tariff rate (EPA),関税率（経済連携協定）Tariff rate (EPA),関税率（経済連携協定）Tariff rate (EPA),関税率（経済連携協定）Tariff rate (EPA),関税率（経済連携協定）Tariff rate (EPA),単位Unit,単位Unit
20,3806.3,0.0,エステルガム,3.9%,,3.3%,無税,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,KG
21,3806.9,0.0,その他のもの,無税,,(無税),,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,KG
22,38.07,,,,,,,,,,,,,,,,,,,,,,,,
23,3807.0,0.0,木タール、木タール油、木クレオソート、木ナフサ及び植物性ピッチ並びにブルーワーズピッチその他これに類する調製品でロジン、樹脂酸又は植物性ピッチをもととしたもの,無税,,(無税),,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,KG
24,38.08,,殺虫剤、殺鼠剤、殺菌剤、除草剤、発芽抑制剤、植物生長調整剤、消毒剤その他これらに類する物品（小売用の形状若しくは包装にし、製剤にし又は製品にしたもの（例えば、硫黄を含ませた帯、しん及びろうそく並びにはえ取り紙）に限る。）,,,,,,,,,,,,,,,,,,,,,,
25,3808.5,0.0,この類の号注1の物品,4.9%,,3.9%,無税,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,KG
26,,,その他のもの,,,,,,,,,,,,,,,,,,,,,,
27,3808.91,,殺虫剤,4.9%,,3.9%,無税,,,,,,,,,,,,,,,,,,
28,,10.0,－ 農薬,,,,,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,KG
29,,,－ その他のもの,,,,,,,,,,,,,,,,,,,,,,
30,,91.0,－－ 小売用の形状又は包装にしたもの,,,,,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,KG
31,,99.0,－－ その他のもの,,,,,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,KG
32,3808.92,,殺菌剤,4.9%,,3.9%,無税,,,,,,,,,,,,,,,,,,
33,,10.0,－ 農薬,,,,,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,KG
34,,,－ その他のもの,,,,,,,,,,,,,,,,,,,,,,
35,,91.0,－－ 小売用の形状又は包装にしたもの,,,,,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,KG
36,,99.0,－－ その他のもの,,,,,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,KG
37,3808.93,,除草剤、発芽抑制剤及び植物生長調整剤,4.9%,,3.9%,無税,,,,,,,,,,,,,,,,,,
38,,10.0,－ 農薬,,,,,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,KG
39,,,－ その他のもの,,,,,,,,,,,,,,,,,,,,,,
40,,91.0,－－ 小売用の形状又は包装にしたもの,,,,,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,KG
41,,99.0,－－ その他のもの,,,,,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,KG
42,3808.94,0.0,消毒剤,4.9%,,3.9%,無税,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,KG
43,3808.99,0.0,その他のもの,4.9%,,3.9%,無税,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,KG
44,38.09,,仕上剤、促染剤、媒染剤その他の物品及び調製品（繊維工業、製紙工業、皮革工業その他これらに類する工業において使用する種類のものに限るものとし、他の項に該当するものを除く。）,,,,,,,,,,,,,,,,,,,,,,
45,3809.1,0.0,でん粉質の物質をもととしたもの,25%又は30円/kgのうちいずれか高い税率,,21.3%又は25.50円/kgのうちいずれか高い税率,無税,,無税,,無税,無税,無税,無税,無税,無税,無税,,無税,無税,無税,無税,無税,,KG
46,,,その他のもの,,,,,,,,,,,,,,,,,,,,,,
47,3809.91,,繊維工業その他これに類する工業において使用する種類のもの,4.2%,,3.2%,無税,,,,,,,,,,,,,,,,,,
48,,10.0,－ つや出し剤及び仕上剤,,,,,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,KG
49,,90.0,－ その他のもの,,,,,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,KG
50,3809.92,0.0,製紙工業その他これに類する工業において使用する種類のもの,4.6%,,3.9%,無税,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,KG
51,3809.93,0.0,皮革工業その他これに類する工業において使用する種類のもの,4.6%,,3.9%,無税,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,KG
52,38.1,,金属表面処理用の調製浸せき剤、はんだ付け用、ろう付け用又は溶接用のフラックスその他の調製した助剤、はんだ付け用、ろう付け用又は溶接用の粉及びペーストで金属と他の材料とから成るもの並びに溶接用の電極又は溶接棒のしん又は被覆に使用する種類の調製品,,,,,,,,,,,,,,,,,,,,,,
53,3810.1,0.0,金属表面処理用の調製浸せき剤並びにはんだ付け用、ろう付け用又は溶接用の粉及びペーストで金属と他の材料とから成るもの,4.6%,,3.9%,無税,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,KG
54,3810.9,0.0,その他のもの,4.6%,,3.9%,無税,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,KG
55,38.11,,アンチノック剤、酸化防止剤、ガム化防止剤、粘度指数向上剤、腐食防止剤その他の調製添加剤（鉱物油（ガソリンを含む。）用又は鉱物油と同じ目的に使用するその他の液体用のものに限る。）,,,,,,,,,,,,,,,,,,,,,,
56,,,アンチノック剤,,,,,,,,,,,,,,,,,,,,,,
57,3811.11,0.0,鉛化合物をもととしたもの,無税,,(無税),,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,KG
58,3811.19,0.0,その他のもの,無税,,(無税),,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,KG
59,,,潤滑油用の添加剤,,,,,,,,,,,,,,,,,,,,,,
60,3811.21,0.0,石油又は歴青油を含有するもの,無税,,(無税),,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,KG
61,3811.29,0.0,その他のもの,無税,,(無税),,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,KG
62,3811.9,,その他のもの,無税,,(無税),,,,,,,,,,,,,,,,,,,
63,,10.0,－ 燃料油用のもの,,,,,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,KG
64,,90.0,－ その他のもの,,,,,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,KG
65,38.12,,調製したゴム加硫促進剤、ゴム用又はプラスチック用の複合した可塑剤（他の項に該当するものを除く。）及びゴム用又はプラスチック用の調製した老化防止剤その他の複合した安定剤,,,,,,,,,,,,,,,,,,,,,,
66,3812.1,0.0,調製したゴム加硫促進剤,5.3%,,4.4%,無税,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,KG
67,3812.2,0.0,ゴム用又はプラスチック用の複合した可塑剤,3.8%,,2.6%,無税,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,KG
68,3812.3,,ゴム用又はプラスチック用の調製した老化防止剤その他の複合した安定剤,,,,,,,,,,,,,,,,,,,,,,
69,,100.0,1 ゴム老化防止剤,5.3%,,4.4%,無税,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,KG
70,,200.0,2 その他のもの,3.8%,,2.6%,無税,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,KG
71,38.13,,,,,,,,,,,,,,,,,,,,,,,,
72,3813.0,0.0,消火器用の調製品及び装てん物並びに装てんした消火弾,4.6%,,3.9%,無税,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,KG
73,38.14,,,,,,,,,,,,,,,,,,,,,,,,
74,3814.0,0.0,有機の配合溶剤及び配合シンナー（他の項に該当するものを除く。）並びにペイント用又はワニス用の調製除去剤,4.6%,,3.9%,無税,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,KG
75,38.15,,反応開始剤、反応促進剤及び調製触媒（他の項に該当するものを除く。）,,,,,,,,,,,,,,,,,,,,,,
76,,,担体付き触媒,,,,,,,,,,,,,,,,,,,,,,
77,3815.11,0.0,活性物質としてニッケル又はその化合物を使用したもの,3.2%,,2.2%,無税,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,KG
78,3815.12,,活性物質として貴金属又はその化合物を使用したもの,,,,,,,,,,,,,,,,,,,,,,
79,,100.0,1 白金触媒,無税,,(無税),,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,KG
80,,,2 その他のもの,,,,,,,,,,,,,,,,,,,,,,
81,,210.0,(1)自動車の排気ガス浄化用のもの,無税,,(無税),,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,KG
82,,220.0,(2)その他のもの,3.2%,,2.2%,無税,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,KG
83,3815.19,,その他のもの,,,,,,,,,,,,,,,,,,,,,,
84,,100.0,1 鉄触媒,無税,,(無税),,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,KG
85,,,2 その他のもの,3.2%,,2.2%,無税,,,,,,,,,,,,,,,,,,
86,,210.0,－ シリカ・アルミナ触媒,,,,,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,KG
87,,290.0,－ その他のもの,,,,,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,KG
88,3815.9,,その他のもの,,,,,,,,,,,,,,,,,,,,,,
89,,100.0,1 鉄触媒及び白金触媒,無税,,(無税),,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,KG
90,,200.0,2 シリカ・アルミナ触媒,4.6%,,3.9%,無税,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,KG
91,,,3 その他のもの,3.2%,,2.2%,無税,,,,,,,,,,,,,,,,,,
92,,310.0,－ 触媒,,,,,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,KG
93,,390.0,－ その他のもの,,,,,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,KG
94,38.16,,,,,,,,,,,,,,,,,,,,,,,,
95,3816.0,,耐火性のセメント、モルタル、コンクリートその他これらに類する配合品（第38.01項の物品を除く。）,3.9%,,3.3%,無税,,,,,,,,,,,,,,,,,,
96,,10.0,－ 耐火性のセメント及びモルタル,,,,,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,KG
97,,90.0,－ その他のもの,,,,,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,KG
98,38.17,,,,,,,,,,,,,,,,,,,,,,,,
99,3817.0,0.0,混合アルキルベンゼン及び混合アルキルナフタレン（第27.07項又は第29.02項のものを除く。）,3.9%,,3.3%,無税,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,KG
100,38.18,,,,,,,,,,,,,,,,,,,,,,,,
101,3818.0,,元素を電子工業用にドープ処理したもの（円盤状、ウエハー状その他これらに類する形状にしたものに限る。）及び化合物を電子工業用にドープ処理したもの,,,,,,,,,,,,,,,,,,,,,,
102,,10.0,1 けい素を電子工業用にドープ処理し、円盤状、ウエハー状その他これらに類する形状にしたもの,無税,,(無税),,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,KG
103,,20.0,2 その他のもの,3.8%,,無税,無税,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,KG
104,38.19,,,,,,,,,,,,,,,,,,,,,,,,
105,3819.0,0.0,液圧ブレーキ液その他の液圧伝動用の調製液（石油又は歴青油を含有しないもの及び石油又は歴青油の含有量が全重量の70％未満のものに限る。）,3.8%,,2.6%,無税,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,KG
106,38.2,,,,,,,,,,,,,,,,,,,,,,,,
107,3820.0,0.0,調製不凍液及び調製解凍液,3.8%,,2.6%,無税,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,KG
108,38.21,,,,,,,,,,,,,,,,,,,,,,,,
109,3821.0,0.0,微生物（ウイルス及びこれに類するものを含む。）用又は植物、人若しくは動物の細胞用の調製培養剤（保存用のものを含む。）,3%,,2.5%,無税,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,KG
110,38.22,,,,,,,,,,,,,,,,,,,,,,,,
111,3822.0,0.0,診断用又は理化学用の試薬（支持体を使用したものに限る。）及び診断用又は理化学用の調製試薬（支持体を使用してあるかないかを問わない。）（第30.02項又は第30.06項のものを除く。）並びに認証標準物質,無税,,(無税),,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,KG
112,38.23,,工業用の脂肪性モノカルボン酸、アシッドオイルで油脂の精製の際に生ずるもの及び工業用の脂肪性アルコール,,,,,,,,,,,,,,,,,,,,,,
113,,,アシッドオイルで油脂の精製の際に生ずるもの及び工業用の脂肪性モノカルボン酸,,,,,,,,,,,,,,,,,,,,,,
114,3823.11,0.0,ステアリン酸,2.5%,,(2.5%),無税,,無税,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,KG
115,3823.12,0.0,オレイン酸,2.5%,,(2.5%),無税,,無税,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,KG
116,3823.13,0.0,トール油脂肪酸,4%,,3%,無税,,無税,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,KG
117,3823.19,0.0,その他のもの,2.5%,,(2.5%),無税,,無税,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,KG
118,3823.7,0.0,工業用の脂肪性アルコール,2.5%,,(2.5%),無税,,無税,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,KG
119,38.24,,鋳物用の鋳型又は中子の調製粘結剤並びに化学工業（類似の工業を含む。）において生産される化学品及び調製品（天然物のみの混合物を含むものとし、他の項に該当するものを除く。）,,,,,,,,,,,,,,,,,,,,,,
120,3824.1,0.0,鋳物用の鋳型又は中子の調製粘結剤,3%,,2.5%,無税,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,KG
121,3824.3,,金属炭化物の混合物及び金属炭化物と金属粘結剤との混合物（凝結させてないものに限る。）,,,,,,,,,,,,,,,,,,,,,,
122,,100.0,1 金属炭化物の混合物,3.2%,,(3.2%),無税,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,KG
