,統計番号Statistical code,統計番号Statistical code,品名Description,関税率Tariff rate,関税率Tariff rate,関税率Tariff rate,関税率Tariff rate,関税率Tariff rate,関税率（経済連携協定）Tariff rate (EPA),関税率（経済連携協定）Tariff rate (EPA),関税率（経済連携協定）Tariff rate (EPA),関税率（経済連携協定）Tariff rate (EPA),関税率（経済連携協定）Tariff rate (EPA),関税率（経済連携協定）Tariff rate (EPA),関税率（経済連携協定）Tariff rate (EPA),関税率（経済連携協定）Tariff rate (EPA),関税率（経済連携協定）Tariff rate (EPA),関税率（経済連携協定）Tariff rate (EPA),関税率（経済連携協定）Tariff rate (EPA),単位Unit,単位Unit
125,,,(1)特定合成繊維又はこれとアセテート繊維を合わせたものの重量が全重量の50％を超えるもの及び経緯糸のうちいずれか一方がこれらの繊維のもの,,,,,,,,,,,,,,,,,,
126,,21.0,A 特定合成繊維のみから成るもの並びに特定合成繊維及びアセテート繊維のみから成るもの,6.4%,,5.3%,4.24%,無税,,,,,,,,,,,,SM,KG
127,,22.0,B その他のもの,8%,,6.6%,5.28%,無税,,,,,,,,,,,,SM,KG
128,,29.0,(2)その他のもの,12.8%,,8%,6.4%,無税,,,,,,,,,,,,SM,KG
129,5512.99,,その他のもの,,,,,,,,,,,,,,,,,,
130,,10.0,1 絹の重量が全重量の10％を超えるもの,10%,,8.2%,6.56%,無税,,,,,,,,,,,,SM,KG
131,,,2 その他のもの,,,,,,,,,,,,,,,,,,
132,,,(1)特定合成繊維又はこれとアセテート繊維を合わせたものの重量が全重量の50％を超えるもの及び経緯糸のうちいずれか一方がこれらの繊維のもの,,,,,,,,,,,,,,,,,,
133,,21.0,A 特定合成繊維のみから成るもの並びに特定合成繊維及びアセテート繊維のみから成るもの,6.4%,,5.3%,4.24%,無税,,,,,,,,,,,,SM,KG
134,,22.0,B その他のもの,8%,,6.6%,5.28%,無税,,,,,,,,,,,,SM,KG
135,,29.0,(2)その他のもの,12.8%,,8%,6.4%,無税,,,,,,,,,,,,SM,KG
136,55.13,,合成繊維の短繊維の織物（合成繊維の短繊維の重量が全重量の85％未満のもののうち、混用繊維の全部又は大部分が綿のもので、重量が1平方メートルにつき170グラム以下のものに限る。）,,,,,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,
137,,,漂白してないもの及び漂白したもの,,,,,,,,,,,,,,,,,,
138,5513.11,,ポリエステルの短繊維のもの（平織りのものに限る。）,,,,,,,,,,,,,,,,,,
139,,,1 絹の重量が全重量の10％を超えるもの,10%,,,,無税,,,,,,,,,,,,,
140,,11.0,－ 合成繊維又はこれとアセテート繊維を合わせたものの重量が全重量の50％を超えるもの及び経緯糸のうちいずれか一方がこれらの繊維のもの,,,8.8%,7.04%,,,,,,,,,,,,,SM,KG
141,,19.0,－ その他のもの,,,7.1%,5.68%,,,,,,,,,,,,,SM,KG
142,,90.0,2 その他のもの,8%,,7.1%,5.68%,無税,,,,,,,,,,,,SM,KG
143,5513.12,,ポリエステルの短繊維のもの（3枚綾織り又は4枚綾織り（破れ斜文織りを含む。）のものに限る。）,,,,,,,,,,,,,,,,,,
144,,,1 絹の重量が全重量の10％を超えるもの,10%,,,,無税,,,,,,,,,,,,,
145,,11.0,－ 合成繊維又はこれとアセテート繊維を合わせたものの重量が全重量の50％を超えるもの及び経緯糸のうちいずれか一方がこれらの繊維のもの,,,8.8%,7.04%,,,,,,,,,,,,,SM,KG
146,,19.0,－ その他のもの,,,7.1%,5.68%,,,,,,,,,,,,,SM,KG
147,,90.0,2 その他のもの,8%,,7.1%,5.68%,無税,,,,,,,,,,,,SM,KG
148,5513.13,,ポリエステルの短繊維のその他の織物,,,,,,,,,,,,,,,,,,
149,,,1 絹の重量が全重量の10％を超えるもの,10%,,,,無税,,,,,,,,,,,,,
150,,11.0,－ 合成繊維又はこれとアセテート繊維を合わせたものの重量が全重量の50％を超えるもの及び経緯糸のうちいずれか一方がこれらの繊維のもの,,,8.8%,7.04%,,,,,,,,,,,,,SM,KG
151,,19.0,－ その他のもの,,,7.1%,5.68%,,,,,,,,,,,,,SM,KG
152,,90.0,2 その他のもの,8%,,7.1%,5.68%,無税,,,,,,,,,,,,SM,KG
153,5513.19,,その他の織物,,,,,,,,,,,,,,,,,,
154,,,1 絹の重量が全重量の10％を超えるもの,10%,,,,無税,,,,,,,,,,,,,
155,,11.0,－ 合成繊維又はこれとアセテート繊維を合わせたものの重量が全重量の50％を超えるもの及び経緯糸のうちいずれか一方がこれらの繊維のもの,,,8.2%,6.56%,,,,,,,,,,,,,SM,KG
156,,19.0,－ その他のもの,,,6.6%,5.28%,,,,,,,,,,,,,SM,KG
157,,,2 その他のもの,,,,,,,,,,,,,,,,,,
158,,91.0,(1)合成繊維又はこれとアセテート繊維を合わせたものの重量が全重量の50％を超えるもの及び経緯糸のうちいずれか一方がこれらの繊維のもの（特定合成繊維又はこれとアセテート繊維を合わせたものの重量が全重量の50％を超えるもの及び経緯糸のうちいずれか一方がこれらの繊維のものを除く。）,16%,,10%,8%,無税,,,,,,,,,,,,SM,KG
159,,99.0,(2)その他のもの,8%,,6.6%,5.28%,無税,,,,,,,,,,,,SM,KG
160,,,浸染したもの,,,,,,,,,,,,,,,,,,
161,5513.21,,ポリエステルの短繊維のもの（平織りのものに限る。）,,,,,,,,,,,,,,,,,,
162,,,1 絹の重量が全重量の10％を超えるもの,10%,,,,無税,,,,,,,,,,,,,
163,,11.0,－ 合成繊維又はこれとアセテート繊維を合わせたものの重量が全重量の50％を超えるもの及び経緯糸のうちいずれか一方がこれらの繊維のもの,,,8.2%,6.56%,,,,,,,,,,,,,SM,KG
164,,19.0,－ その他のもの,,,6.6%,5.28%,,,,,,,,,,,,,SM,KG
165,,90.0,2 その他のもの,8%,,6.6%,5.28%,無税,,,,,,,,,,,,SM,KG
166,5513.23,,ポリエステルの短繊維のその他の織物,,,,,,,,,,,,,,,,,,
167,,,1 絹の重量が全重量の10％を超えるもの,10%,,,,無税,,,,,,,,,,,,,
168,,11.0,－ 合成繊維又はこれとアセテート繊維を合わせたものの重量が全重量の50％を超えるもの及び経緯糸のうちいずれか一方がこれらの繊維のもの,,,8.2%,6.56%,,,,,,,,,,,,,SM,KG
169,,19.0,－ その他のもの,,,6.6%,5.28%,,,,,,,,,,,,,SM,KG
170,,90.0,2 その他のもの,8%,,6.6%,5.28%,無税,,,,,,,,,,,,SM,KG
171,5513.29,,その他の織物,,,,,,,,,,,,,,,,,,
172,,,1 絹の重量が全重量の10％を超えるもの,10%,,,,無税,,,,,,,,,,,,,
173,,11.0,－ 合成繊維又はこれとアセテート繊維を合わせたものの重量が全重量の50％を超えるもの及び経緯糸のうちいずれか一方がこれらの繊維のもの,,,8.2%,6.56%,,,,,,,,,,,,,SM,KG
174,,19.0,－ その他のもの,,,6.6%,5.28%,,,,,,,,,,,,,SM,KG
175,,,2 その他のもの,,,,,,,,,,,,,,,,,,
176,,91.0,(1)合成繊維又はこれとアセテート繊維を合わせたものの重量が全重量の50％を超えるもの及び経緯糸のうちいずれか一方がこれらの繊維のもの（特定合成繊維又はこれとアセテート繊維を合わせたものの重量が全重量の50％を超えるもの及び経緯糸のうちいずれか一方がこれらの繊維のものを除く。）,16%,,10%,8%,無税,,,,,,,,,,,,SM,KG
177,,99.0,(2)その他のもの,8%,,6.6%,5.28%,無税,,,,,,,,,,,,SM,KG
178,,,異なる色の糸から成るもの,,,,,,,,,,,,,,,,,,
179,5513.31,,ポリエステルの短繊維のもの（平織りのものに限る。）,,,,,,,,,,,,,,,,,,
180,,,1 絹の重量が全重量の10％を超えるもの,10%,,,,無税,,,,,,,,,,,,,
181,,11.0,－ 合成繊維又はこれとアセテート繊維を合わせたものの重量が全重量の50％を超えるもの及び経緯糸のうちいずれか一方がこれらの繊維のもの,,,8.2%,6.56%,,,,,,,,,,,,,SM,KG
182,,19.0,－ その他のもの,,,6.6%,5.28%,,,,,,,,,,,,,SM,KG
183,,90.0,2 その他のもの,8%,,6.6%,5.28%,無税,,,,,,,,,,,,SM,KG
184,5513.39,,その他の織物,,,,,,,,,,,,,,,,,,
185,,,1 絹の重量が全重量の10％を超えるもの,10%,,,,無税,,,,,,,,,,,,,
186,,11.0,－ 合成繊維又はこれとアセテート繊維を合わせたものの重量が全重量の50％を超えるもの及び経緯糸のうちいずれか一方がこれらの繊維のもの,,,8.2%,6.56%,,,,,,,,,,,,,SM,KG
187,,19.0,－ その他のもの,,,6.6%,5.28%,,,,,,,,,,,,,SM,KG
188,,,2 その他のもの,,,,,,,,,,,,,,,,,,
189,,,(1)合成繊維又はこれとアセテート繊維を合わせたものの重量が全重量の50％を超えるもの及び経緯糸のうちいずれか一方がこれらの繊維のもの（特定合成繊維又はこれとアセテート繊維を合わせたものの重量が全重量の50％を超えるもの及び経緯糸のうちいずれか一方がこれらの繊維のものを除く。）,,,,,,,,,,,,,,,,,,
190,,21.0,A ポリエステルの短繊維のもの,8%,,6.6%,5.28%,無税,,,,,,,,,,,,SM,KG
191,,29.0,B その他のもの,16%,,10%,8%,無税,,,,,,,,,,,,SM,KG
192,,99.0,(2)その他のもの,8%,,6.6%,5.28%,無税,,,,,,,,,,,,SM,KG
193,,,なせんしたもの,,,,,,,,,,,,,,,,,,
194,5513.41,,ポリエステルの短繊維のもの（平織りのものに限る。）,,,,,,,,,,,,,,,,,,
195,,,1 絹の重量が全重量の10％を超えるもの,10%,,,,無税,,,,,,,,,,,,,
196,,11.0,－ 合成繊維又はこれとアセテート繊維を合わせたものの重量が全重量の50％を超えるもの及び経緯糸のうちいずれか一方がこれらの繊維のもの,,,8.2%,6.56%,,,,,,,,,,,,,SM,KG
197,,19.0,－ その他のもの,,,6.6%,5.28%,,,,,,,,,,,,,SM,KG
198,,90.0,2 その他のもの,8%,,6.6%,5.28%,無税,,,,,,,,,,,,SM,KG
199,5513.49,,その他の織物,,,,,,,,,,,,,,,,,,
200,,,1 絹の重量が全重量の10％を超えるもの,10%,,,,無税,,,,,,,,,,,,,
201,,11.0,－ 合成繊維又はこれとアセテート繊維を合わせたものの重量が全重量の50％を超えるもの及び経緯糸のうちいずれか一方がこれらの繊維のもの,,,8.2%,6.56%,,,,,,,,,,,,,SM,KG
202,,19.0,－ その他のもの,,,6.6%,5.28%,,,,,,,,,,,,,SM,KG
203,,,2 その他のもの,,,,,,,,,,,,,,,,,,
204,,,(1)合成繊維又はこれとアセテート繊維を合わせたものの重量が全重量の50％を超えるもの及び経緯糸のうちいずれか一方がこれらの繊維のもの（特定合成繊維又はこれとアセテート繊維を合わせたものの重量が全重量の50％を超えるもの及び経緯糸のうちいずれか一方がこれらの繊維のものを除く。）,,,,,,,,,,,,,,,,,,
205,,21.0,A ポリエステルの短繊維のもの,8%,,6.6%,5.28%,無税,,,,,,,,,,,,SM,KG
206,,29.0,B その他のもの,16%,,10%,8%,無税,,,,,,,,,,,,SM,KG
207,,99.0,(2)その他のもの,8%,,6.6%,5.28%,無税,,,,,,,,,,,,SM,KG
208,55.14,,合成繊維の短繊維の織物（合成繊維の短繊維の重量が全重量の85％未満のもののうち、混用繊維の全部又は大部分が綿のもので、重量が1平方メートルにつき170グラムを超えるものに限る。）,,,,,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,,
209,,,漂白してないもの及び漂白したもの,,,,,,,,,,,,,,,,,,
210,5514.11,,ポリエステルの短繊維のもの（平織りのものに限る。）,,,,,,,,,,,,,,,,,,
211,,,1 絹の重量が全重量の10％を超えるもの,10%,,,,無税,,,,,,,,,,,,,
212,,11.0,－ 合成繊維又はこれとアセテート繊維を合わせたものの重量が全重量の50％を超えるもの及び経緯糸のうちいずれか一方がこれらの繊維のもの,,,8.8%,7.04%,,,,,,,,,,,,,SM,KG
213,,19.0,－ その他のもの,,,7.1%,5.68%,,,,,,,,,,,,,SM,KG
214,,90.0,2 その他のもの,8%,,7.1%,5.68%,無税,,,,,,,,,,,,SM,KG
215,5514.12,,ポリエステルの短繊維のもの（3枚綾織り又は4枚綾織り（破れ斜文織りを含む。）のものに限る。）,,,,,,,,,,,,,,,,,,
216,,,1 絹の重量が全重量の10％を超えるもの,10%,,,,無税,,,,,,,,,,,,,
217,,11.0,－ 合成繊維又はこれとアセテート繊維を合わせたものの重量が全重量の50％を超えるもの及び経緯糸のうちいずれか一方がこれらの繊維のもの,,,8.8%,7.04%,,,,,,,,,,,,,SM,KG
218,,19.0,－ その他のもの,,,7.1%,5.68%,,,,,,,,,,,,,SM,KG
219,,90.0,2 その他のもの,8%,,7.1%,5.68%,無税,,,,,,,,,,,,SM,KG
220,5514.19,,その他の織物,,,,,,,,,,,,,,,,,,
221,,,1 絹の重量が全重量の10％を超えるもの,10%,,,,無税,,,,,,,,,,,,,
222,,,－ 合成繊維又はこれとアセテート繊維を合わせたものの重量が全重量の50％を超えるもの及び経緯糸のうちいずれか一方がこれらの繊維のもの,,,,,,,,,,,,,,,,,,
223,,111.0,－－ ポリエステルの短繊維のもの,,,8.8%,7.04%,,,,,,,,,,,,,SM,KG
224,,119.0,－－ その他のもの,,,8.2%,6.56%,,,,,,,,,,,,,SM,KG
225,,,－ その他のもの,,,,,,,,,,,,,,,,,,
226,,191.0,－－ ポリエステルの短繊維のもの,,,7.1%,5.68%,,,,,,,,,,,,,SM,KG
227,,199.0,－－ その他のもの,,,6.6%,5.28%,,,,,,,,,,,,,SM,KG
228,,,2 その他のもの,,,,,,,,,,,,,,,,,,
229,,,(1)合成繊維又はこれとアセテート繊維を合わせたものの重量が全重量の50％を超えるもの及び経緯糸のうちいずれか一方がこれらの繊維のもの（特定合成繊維又はこれとアセテート繊維を合わせたものの重量が全重量の50％を超えるもの及び経緯糸のうちいずれか一方がこれらの繊維のものを除く。）,,,,,,,,,,,,,,,,,,
230,,911.0,A ポリエステルの短繊維のもの,8%,,7.1%,5.68%,無税,,,,,,,,,,,,SM,KG
231,,919.0,B その他のもの,16%,,10%,8%,無税,,,,,,,,,,,,SM,KG
232,,,(2)その他のもの,8%,,,,無税,,,,,,,,,,,,,
233,,991.0,－ ポリエステルの短繊維のもの,,,7.1%,5.68%,,,,,,,,,,,,,SM,KG
234,,999.0,－ その他のもの,,,6.6%,5.28%,,,,,,,,,,,,,SM,KG
235,,,浸染したもの,,,,,,,,,,,,,,,,,,
236,5514.21,,ポリエステルの短繊維のもの（平織りのものに限る。）,,,,,,,,,,,,,,,,,,
237,,,1 絹の重量が全重量の10％を超えるもの,10%,,,,無税,,,,,,,,,,,,,
238,,11.0,－ 合成繊維又はこれとアセテート繊維を合わせたものの重量が全重量の50％を超えるもの及び経緯糸のうちいずれか一方がこれらの繊維のもの,,,8.2%,6.56%,,,,,,,,,,,,,SM,KG
239,,19.0,－ その他のもの,,,6.6%,5.28%,,,,,,,,,,,,,SM,KG
240,,90.0,2 その他のもの,8%,,6.6%,5.28%,無税,,,,,,,,,,,,SM,KG
241,5514.22,,ポリエステルの短繊維のもの（3枚綾織り又は4枚綾織り（破れ斜文織りを含む。）のものに限る。）,,,,,,,,,,,,,,,,,,
242,,,1 絹の重量が全重量の10％を超えるもの,10%,,,,無税,,,,,,,,,,,,,
243,,11.0,－ 合成繊維又はこれとアセテート繊維を合わせたものの重量が全重量の50％を超えるもの及び経緯糸のうちいずれか一方がこれらの繊維のもの,,,8.2%,6.56%,,,,,,,,,,,,,SM,KG
244,,19.0,－ その他のもの,,,6.6%,5.28%,,,,,,,,,,,,,SM,KG
245,,90.0,2 その他のもの,8%,,6.6%,5.28%,無税,,,,,,,,,,,,SM,KG
246,5514.23,,ポリエステルの短繊維のその他の織物,,,,,,,,,,,,,,,,,,
247,,,1 絹の重量が全重量の10％を超えるもの,10%,,,,無税,,,,,,,,,,,,,
248,,11.0,－ 合成繊維又はこれとアセテート繊維を合わせたものの重量が全重量の50％を超えるもの及び経緯糸のうちいずれか一方がこれらの繊維のもの,,,8.2%,6.56%,,,,,,,,,,,,,SM,KG
249,,19.0,－ その他のもの,,,6.6%,5.28%,,,,,,,,,,,,,SM,KG
250,,90.0,2 その他のもの,8%,,6.6%,5.28%,無税,,,,,,,,,,,,SM,KG
251,5514.29,,その他の織物,,,,,,,,,,,,,,,,,,
252,,,1 絹の重量が全重量の10％を超えるもの,10%,,,,無税,,,,,,,,,,,,,
253,,11.0,－ 合成繊維又はこれとアセテート繊維を合わせたものの重量が全重量の50％を超えるもの及び経緯糸のうちいずれか一方がこれらの繊維のもの,,,8.2%,6.56%,,,,,,,,,,,,,SM,KG
254,,19.0,－ その他のもの,,,6.6%,5.28%,,,,,,,,,,,,,SM,KG
255,,,2 その他のもの,,,,,,,,,,,,,,,,,,
256,,91.0,(1)合成繊維又はこれとアセテート繊維を合わせたものの重量が全重量の50％を超えるもの及び経緯糸のうちいずれか一方がこれらの繊維のもの（特定合成繊維又はこれとアセテート繊維を合わせたものの重量が全重量の50％を超えるもの及び経緯糸のうちいずれか一方がこれらの繊維のものを除く。）,16%,,10%,8%,無税,,,,,,,,,,,,SM,KG
257,,99.0,(2)その他のもの,8%,,6.6%,5.28%,無税,,,,,,,,,,,,SM,KG
258,5514.3,,異なる色の糸から成るもの,,,,,,,,,,,,,,,,,,
259,,,1 絹の重量が全重量の10％を超えるもの,10%,,,,無税,,,,,,,,,,,,,
260,,110.0,－ 合成繊維又はこれとアセテート繊維を合わせたものの重量が全重量の50％を超えるもの及び経緯糸のうちいずれか一方がこれらの繊維のもの,,,8.2%,6.56%,,,,,,,,,,,,,SM,KG
261,,190.0,－ その他のもの,,,6.6%,5.28%,,,,,,,,,,,,,SM,KG
262,,,2 その他のもの,,,,,,,,,,,,,,,,,,
263,,910.0,(1)ポリエステルの短繊維のもの,8%,,6.6%,5.28%,無税,,,,,,,,,,,,SM,KG
264,,,(2)その他のもの,,,,,,,,,,,,,,,,,,
265,,991.0,A 合成繊維又はこれとアセテート繊維を合わせたものの重量が全重量の50％を超えるもの及び経緯糸のうちいずれか一方がこれらの繊維のもの（特定合成繊維又はこれとアセテート繊維を合わせたものの重量が全重量の50％を超えるもの及び経緯糸のうちいずれか一方がこれらの繊維のものを除く。）,16%,,10%,8%,無税,,,,,,,,,,,,SM,KG
266,,999.0,B その他のもの,8%,,6.6%,5.28%,無税,,,,,,,,,,,,SM,KG
267,,,なせんしたもの,,,,,,,,,,,,,,,,,,
268,5514.41,,ポリエステルの短繊維のもの（平織りのものに限る。）,,,,,,,,,,,,,,,,,,
269,,,1 絹の重量が全重量の10％を超えるもの,10%,,,,無税,,,,,,,,,,,,,
270,,11.0,－ 合成繊維又はこれとアセテート繊維を合わせたものの重量が全重量の50％を超えるもの及び経緯糸のうちいずれか一方がこれらの繊維のもの,,,8.2%,6.56%,,,,,,,,,,,,,SM,KG
271,,19.0,－ その他のもの,,,6.6%,5.28%,,,,,,,,,,,,,SM,KG
272,,90.0,2 その他のもの,8%,,6.6%,5.28%,無税,,,,,,,,,,,,SM,KG
273,5514.42,,ポリエステルの短繊維のもの（3枚綾織り又は4枚綾織り（破れ斜文織りを含む。）のものに限る。）,,,,,,,,,,,,,,,,,,
274,,,1 絹の重量が全重量の10％を超えるもの,10%,,,,無税,,,,,,,,,,,,,
275,,11.0,－ 合成繊維又はこれとアセテート繊維を合わせたものの重量が全重量の50％を超えるもの及び経緯糸のうちいずれか一方がこれらの繊維のもの,,,8.2%,6.56%,,,,,,,,,,,,,SM,KG
276,,19.0,－ その他のもの,,,6.6%,5.28%,,,,,,,,,,,,,SM,KG
277,,90.0,2 その他のもの,8%,,6.6%,5.28%,無税,,,,,,,,,,,,SM,KG
278,5514.43,,ポリエステルの短繊維のその他の織物,,,,,,,,,,,,,,,,,,
279,,,1 絹の重量が全重量の10％を超えるもの,10%,,,,無税,,,,,,,,,,,,,
280,,11.0,－ 合成繊維又はこれとアセテート繊維を合わせたものの重量が全重量の50％を超えるもの及び経緯糸のうちいずれか一方がこれらの繊維のもの,,,8.2%,6.56%,,,,,,,,,,,,,SM,KG
281,,19.0,－ その他のもの,,,6.6%,5.28%,,,,,,,,,,,,,SM,KG
282,,90.0,2 その他のもの,8%,,6.6%,5.28%,無税,,,,,,,,,,,,SM,KG
283,5514.49,,その他の織物,,,,,,,,,,,,,,,,,,
284,,,1 絹の重量が全重量の10％を超えるもの,10%,,,,無税,,,,,,,,,,,,,
285,,11.0,－ 合成繊維又はこれとアセテート繊維を合わせたものの重量が全重量の50％を超えるもの及び経緯糸のうちいずれか一方がこれらの繊維のもの,,,8.2%,6.56%,,,,,,,,,,,,,SM,KG
286,,19.0,－ その他のもの,,,6.6%,5.28%,,,,,,,,,,,,,SM,KG
287,,,2 その他のもの,,,,,,,,,,,,,,,,,,
288,,91.0,(1)合成繊維又はこれとアセテート繊維を合わせたものの重量が全重量の50％を超えるもの及び経緯糸のうちいずれか一方がこれらの繊維のもの（特定合成繊維又はこれとアセテート繊維を合わせたものの重量が全重量の50％を超えるもの及び経緯糸のうちいずれか一方がこれらの繊維のものを除く。）,16%,,10%,8%,無税,,,,,,,,,,,,SM,KG
