,Unnamed: 0,統計番号Statistical code,統計番号Statistical code.1,品名Description,関税率Tariff rate,関税率Tariff rate.1,関税率Tariff rate.2,関税率Tariff rate.3,関税率Tariff rate.4,関税率（経済連携協定）Tariff rate (EPA),関税率（経済連携協定）Tariff rate (EPA).1,関税率（経済連携協定）Tariff rate (EPA).2,関税率（経済連携協定）Tariff rate (EPA).3,関税率（経済連携協定）Tariff rate (EPA).4,関税率（経済連携協定）Tariff rate (EPA).5,関税率（経済連携協定）Tariff rate (EPA).6,関税率（経済連携協定）Tariff rate (EPA).7,関税率（経済連携協定）Tariff rate (EPA).8,関税率（経済連携協定）Tariff rate (EPA).9,関税率（経済連携協定）Tariff rate (EPA).10,関税率（経済連携協定）Tariff rate (EPA).11,関税率（経済連携協定）Tariff rate (EPA).12,関税率（経済連携協定）Tariff rate (EPA).13,関税率（経済連携協定）Tariff rate (EPA).14,関税率（経済連携協定）Tariff rate (EPA).15,関税率（経済連携協定）Tariff rate (EPA).16,関税率（経済連携協定）Tariff rate (EPA).17,関税率（経済連携協定）Tariff rate (EPA).18,関税率（経済連携協定）Tariff rate (EPA).19,関税率（経済連携協定）Tariff rate (EPA).20,関税率Tariff rate.5,単位Unit,単位Unit.1,他法令Law,関税率（経済連携協定）Tariff rate (EPA).21,関税率（経済連携協定）Tariff rate (EPA).22,関税率（経済連携協定）Tariff rate (EPA).23
26008,188.0,,91.0,－ 第61.01項又は第61.02項のものと同一種類のもの,,,,,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,9.8%,9.8%,9.8%,,NO,KG,,,,
6443,189.0,3913.1,0.0,アルギン酸並びにその塩及びエステル,3.9%,,3.3%,無税,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,2.7%,2.7%,,,KG,CR,,,
21926,189.0,3913.1,0.0,アルギン酸並びにその塩及びエステル,3.9%,,3.3%,無税,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,3%,3%,,,KG,CR,,,
10526,189.0,6114.2,0.0,綿製のもの,8.1%,,(8.1%),,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,ししゅうしたもの、レースを使用したもの及び模様編みの組織を有するもの　7.1% その他のもの　無税,7.1%,7.1%,,NO,KG,,,,
2750,189.0,,110.0,－ 貝柱,,,,,,気密容器入りのもの以外のもの　無税,無税,気密容器入りのもの以外のもの　無税,無税,無税,,気密容器入りのもの以外のもの　無税,気密容器入りのもの　5% その他のもの　無税,無税,,気密容器入りのもの以外のもの　無税,気密容器入りのもの以外のもの　無税,無税,無税,3.5%,無税,無税,無税,（7.9%）～（8.4%）,（7.9%）～（8.4%）,気密容器入りのもの以外のもの　（7.9%）,,,KG,ILFD,,,
18233,189.0,,110.0,－ 貝柱,,,,,,気密容器入りのもの以外のもの　無税,無税,気密容器入りのもの以外のもの　無税,無税,無税,,気密容器入りのもの以外のもの　無税,気密容器入りのもの　5% その他のもの　無税,無税,,気密容器入りのもの以外のもの　無税,気密容器入りのもの以外のもの　無税,無税,無税,4.4%,無税,無税,無税,8.7%～9%,8.7%～9%,気密容器入りのもの以外のもの　8.7%,,,KG,ILFD,,,
4442,189.0,,195.0,－－ 焼入油、作動油、防錆油その他主として潤滑用に供しない油,,,,,,無税,無税,無税,無税,無税,0.2%,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,3.4%,3.4%,,,KL,KG,ILPACRPE,,,
19925,189.0,,195.0,－－ 焼入油、作動油、防錆油その他主として潤滑用に供しない油,,,,,,無税,無税,無税,無税,無税,0.5%,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,3.7%,3.7%,,,KL,KG,ILPACRPE,,,
10779,189.0,,210.0,(1)ブラウス、シャツブラウス、オープンシャツその他これらに類するシャツ,11.2%,,9.1%,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,8%,8%,,NO,KG,CR,,,
26264,189.0,,210.0,(1)ブラウス、シャツブラウス、オープンシャツその他これらに類するシャツ,11.2%,,9.1%,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,8.5%,8.5%,,NO,KG,CR,,,
1567,189.0,,299.0,－ その他のもの,,,354円/kg,,,,,,,,,,,,,,,,,,193.09円/kg,193.09円/kg,193.09円/kg,,,,,,MT,FDPL,,,
17050,189.0,,299.0,－ その他のもの,,,354円/kg,,,,,,,,,,,,,,,,,,225.27円/kg,225.27円/kg,225.27円/kg,,,,,,MT,FDPL,,,
9450,189.0,,90.0,2 その他のもの,8%,,6.6%,5.28%,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,5.4%,無税,,SM,KG,CR,,,
24933,189.0,,90.0,2 その他のもの,8%,,6.6%,5.28%,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,6%,無税,,SM,KG,CR,,,
26009,189.0,,99.0,－ その他のもの,,,,,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,9.8%,9.8%,9.8%,,NO,KG,,,,
20517,190.0,2905.44,0.0,D-グルシトール（ソルビトール）,20%,,17%,10.2%,無税,,関税割当数量以内のもの　無税,,,,関税割当数量以内のもの　3.4% その他のもの　12%,,,,,,,,,,10.8%,10.8%,10.8%,,,,10.8%,,KG,PDNA,,,
5034,190.0,2905.44,0.0,D-グルシトール（ソルビトール）,20%,,17%,10.2%,無税,,関税割当数量以内のもの　無税,,,,関税割当数量以内のもの　3.4% その他のもの　12%,,,,,,,,,,9.2%,9.3%,9.3%,,,,9.2%,,KG,PDNA,,,
467,190.0,303.81,0.0,さめ,5%,,2.5%,,無税,無税,無税,無税,無税,無税,,無税,無税,無税,無税,無税,無税,無税,無税,0.9%,無税,無税,無税,2.2%,2.2%,,,,KG,IQILJKWAFD,,,
15950,190.0,303.81,0.0,さめ,5%,,2.5%,,無税,無税,無税,無税,無税,無税,,無税,無税,無税,無税,無税,無税,無税,無税,1.1%,無税,無税,無税,2.3%,2.3%,,,,KG,IQILJKWAFD,,,
6444,190.0,3913.9,0.0,その他のもの,5.1%,,3.4%,無税,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,2.8%,2.8%,,,KG,CR,,,
21927,190.0,3913.9,0.0,その他のもの,5.1%,,3.4%,無税,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,3.1%,3.1%,,,KG,CR,,,
26010,190.0,61.14,,その他の衣類（メリヤス編み又はクロセ編みのものに限る。）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10527,190.0,6114.3,0.0,人造繊維製のもの,8.1%,,(8.1%),,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,7.1%,7.1%,,NO,KG,,,,
2751,190.0,,190.0,－ その他のもの,,,,6.4%,,気密容器入りのもの以外のもの　無税,無税,気密容器入りのもの以外のもの　無税,無税,無税,,気密容器入りのもの以外のもの　無税,気密容器入りのもの　5% その他のもの　無税,無税,,気密容器入りのもの以外のもの　無税,気密容器入りのもの以外のもの　無税,無税,無税,3.5%,無税,無税,無税,（7.9%）～（8.4%）,（7.9%）～（8.4%）,気密容器入りのもの以外のもの　（7.9%）,,,KG,ILFD,,,
18234,190.0,,190.0,－ その他のもの,,,,6.4%,,気密容器入りのもの以外のもの　無税,無税,気密容器入りのもの以外のもの　無税,無税,無税,,気密容器入りのもの以外のもの　無税,気密容器入りのもの　5% その他のもの　無税,無税,,気密容器入りのもの以外のもの　無税,気密容器入りのもの以外のもの　無税,無税,無税,4.4%,無税,無税,無税,8.7%～9%,8.7%～9%,気密容器入りのもの以外のもの　8.7%,,,KG,ILFD,,,
3381,190.0,,191.0,－ カシューナット,,,,,,無税,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,4%,1.8%,1.8%,1.8%,9%,9%,9%,1.8%,,KG,FD,,,
18864,190.0,,191.0,－ カシューナット,,,,,,無税,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,5%,3.6%,3.7%,3.7%,10%,10%,10%,3.6%,,KG,FD,,,
4443,190.0,,196.0,B その他のもの,9.6%,,7.9%,,無税,無税,無税,無税,無税,無税,0.5%,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,6.9%,6.9%,,,KL,KG,ILPACRPE,,,
19926,190.0,,196.0,B その他のもの,9.6%,,7.9%,,無税,無税,無税,無税,無税,無税,1%,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,7.4%,7.4%,,,KL,KG,ILPACRPE,,,
8357,190.0,,20.0,2 その他のもの,2.8%又は20円/kgのうちいずれか高い税率,,1.9%又は13円/kgのうちいずれか高い税率,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,1.6%又は10.64円/kgのうちいずれか高い税率,無税,,,KG,,,,
23840,190.0,,20.0,2 その他のもの,2.8%又は20円/kgのうちいずれか高い税率,,1.9%又は13円/kgのうちいずれか高い税率,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,1.7%又は11.82円/kgのうちいずれか高い税率,無税,,,KG,,,,
10780,190.0,,220.0,(2)その他のもの,9%,,7.4%,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,6.5%,6.5%,,NO,KG,CR,,,
26265,190.0,,220.0,(2)その他のもの,9%,,7.4%,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,6.9%,6.9%,,NO,KG,CR,,,
3877,190.0,,299.0,(II)その他のもの,25%,,15%,,無税,,,,,13.5%,,,15%,13.5%,12%,,,,,,5.6%,5.6%,5.6%,15%,,,5.6%,,KG,,,,
19360,190.0,,299.0,(II)その他のもの,25%,,15%,,無税,,,,,13.5%,,,15%,13.5%,12%,,,,,,7.5%,7.5%,7.5%,15%,,,7.5%,,KG,,,,
468,191.0,303.82,0.0,えい（がんぎえい科のもの）,5%,,3.5%,,無税,無税,無税,無税,無税,無税,,無税,無税,無税,,無税,,無税,無税,1.3%,無税,無税,無税,3.1%,3.1%,,,,KG,IQILJKFD,,,
15951,191.0,303.82,0.0,えい（がんぎえい科のもの）,5%,,3.5%,,無税,無税,無税,無税,無税,無税,,無税,無税,無税,,無税,,無税,無税,1.6%,無税,無税,無税,3.3%,3.3%,,,,KG,IQILJKFD,,,
26011,191.0,6114.2,0.0,綿製のもの,8.1%,,(8.1%),,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,ししゅうしたもの、レースを使用したもの及び模様編みの組織を有するもの　7.6% その他のもの　無税,7.6%,7.6%,,NO,KG,,,,
10528,191.0,6114.9,0.0,その他の紡織用繊維製のもの,8.1%,,(8.1%)～(8.2%),,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,羊毛製又は繊獣毛製のもの　7.2% その他のもの　7.1%,羊毛製又は繊獣毛製のもの　7.2% その他のもの　7.1%,,NO,KG,,,,
273,191.0,,11.0,*〔1〕課税価格が1キログラムにつき、豚肉加工品に係る分岐点価格以下のもの,,1キログラムにつき豚肉加工品に係る基準輸入価格に1.5を乗じて得た額と課税価格に0.6を乗じて得た額との差額,"(1,035円/kg)",,,,,,,,,,,,,,,,,,（（課税価格×（1.022-154.38/897.59）＋154.38円）-課税価格）/kg,（（課税価格×（1.022-154.38/897.59）＋154.38円）-課税価格）/kg,（（課税価格×（1.022-154.38/897.59）＋154.38円）-課税価格）/kg,,,,（（課税価格×（1.022-154.38/897.59）＋154.38円）-課税価格）/kg,,KG,WAFDAN,,,
15756,191.0,,11.0,*〔1〕課税価格が1キログラムにつき、豚肉加工品に係る分岐点価格以下のもの,,1キログラムにつき豚肉加工品に係る基準輸入価格に1.5を乗じて得た額と課税価格に0.6を乗じて得た額との差額,"(1,035円/kg)",,,,,,,,,,,,,,,,,,（（課税価格×（1.027-192.75/897.59）＋192.75円）-課税価格）/kg,（（課税価格×（1.027-192.75/897.59）＋192.75円）-課税価格）/kg,（（課税価格×（1.027-192.75/897.59）＋192.75円）-課税価格）/kg,,,,（（課税価格×（1.027-192.75/897.59）＋192.75円）-課税価格）/kg,,KG,WAFDAN,,,
12448,191.0,,11.0,－－ ステンレス鋼製のもの,,,,,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,2.3%,2.3%,,,KG,,,,
27933,191.0,,11.0,－－ ステンレス鋼製のもの,,,,,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,2.5%,2.5%,,,KG,,,,
3382,191.0,,192.0,－ その他のもの,,,,,,無税,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,4%,1.8%,1.8%,1.8%,9%,9%,9%,1.8%,,KG,FD,,,
18865,191.0,,192.0,－ その他のもの,,,,,,無税,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,5%,3.6%,3.7%,3.7%,10%,10%,10%,3.6%,,KG,FD,,,
4444,191.0,,199.0,(6)その他のもの,4.8%,,3.9%,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,3.2%,3.4%,,,KL,KG,ILPACRPE,,,
19927,191.0,,199.0,(6)その他のもの,4.8%,,3.9%,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,3.5%,3.7%,,,KL,KG,ILPACRPE,,,
5036,192.0,2905.49,0.0,その他のもの,4.6%,,3.1%,無税,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,2.5%,2.5%,,,KG,PDNA,,,
20519,192.0,2905.49,0.0,その他のもの,4.6%,,3.1%,無税,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,2.8%,2.8%,,,KG,PDNA,,,
469,192.0,303.83,0.0,めろ（ディソスティクス属のもの）,5%,,3.5%,,無税,,無税,,無税,,,,3.5%,,,,,無税,無税,1.3%,無税,無税,無税,3.1%,3.1%,,,,KG,IQILJKFD,,,
15952,192.0,303.83,0.0,めろ（ディソスティクス属のもの）,5%,,3.5%,,無税,,無税,,無税,,,,3.5%,,,,,無税,無税,1.6%,無税,無税,無税,3.3%,3.3%,,,,KG,IQILJKFD,,,
10529,192.0,61.15,,パンティストッキング、タイツ、ストッキング、ソックスその他の靴下類（段階的圧縮靴下（例えば、静脈瘤症用のストッキング）及び履物として使用するもの（更に別の底を取り付けてないものに限る。）を含むものとし、メリヤス編み又はクロセ編みのものに限る。）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26012,192.0,6114.3,0.0,人造繊維製のもの,8.1%,,(8.1%),,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,7.6%,7.6%,,NO,KG,,,,
274,192.0,,19.0,*〔2〕課税価格が1キログラムにつき、豚肉加工品に係る分岐点価格を超えるもの,,8.5%,(8.5%),,,,,,,,,,,,,,,,,,2.2%,2.2%,2.2%,,,,2.2%,,KG,WAFDAN,,,
15757,192.0,,19.0,*〔2〕課税価格が1キログラムにつき、豚肉加工品に係る分岐点価格を超えるもの,,8.5%,(8.5%),,,,,,,,,,,,,,,,,,2.7%,2.7%,2.7%,,,,2.7%,,KG,WAFDAN,,,
12449,192.0,,19.0,－－ その他のもの,,,,,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,2.3%,2.3%,,,KG,,,,
27934,192.0,,19.0,－－ その他のもの,,,,,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,2.5%,2.5%,,,KG,,,,
6925,192.0,,212.0,－ その他のもの,,,30%,,,,無税,無税,無税,無税,無税,,無税,無税,無税,無税,無税,無税,2.9%,,8.7%,8.7%,8.7%,14%,14.5%,,,SM,KG,WAAN,,,
22408,192.0,,212.0,－ その他のもの,,,30%,,,,無税,無税,無税,無税,無税,,無税,無税,無税,無税,無税,無税,4.4%,,10.1%,10.2%,10.2%,15%,15.2%,,,SM,KG,WAAN,,,
2753,192.0,,910.0,－ 気密容器入りのもの,,,,,,,無税,,無税,無税,,,5%,無税,,,,無税,無税,3.5%,無税,無税,無税,8.4%,8.4%,,,,KG,ILFD,,,
18236,192.0,,910.0,－ 気密容器入りのもの,,,,,,,無税,,無税,無税,,,5%,無税,,,,無税,無税,4.4%,無税,無税,無税,9%,9%,,,,KG,ILFD,,,
470,193.0,303.84,0.0,シーバス（ディケントラルクス属のもの）,5%,,3.5%,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,1.3%,無税,無税,無税,2.9%,2.9%,2.9%,,,KG,IQILJKFD,,,
15953,193.0,303.84,0.0,シーバス（ディケントラルクス属のもの）,5%,,3.5%,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,1.6%,無税,無税,無税,3.2%,3.2%,3.2%,,,KG,IQILJKFD,,,
26013,193.0,6114.9,0.0,その他の紡織用繊維製のもの,8.1%,,(8.1%)～(8.2%),,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,羊毛製又は繊獣毛製のもの　7.7% その他のもの　7.6%,羊毛製又は繊獣毛製のもの　7.7% その他のもの　7.6%,,NO,KG,,,,
10530,193.0,6115.1,,段階的圧縮靴下（例えば、静脈瘤症用のストッキング）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10783,193.0,6207.11,0.0,綿製のもの,9%,,7.4%,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,6.5%,6.5%,6.5%,,NO,KG,,,,
26268,193.0,6207.11,0.0,綿製のもの,9%,,7.4%,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,6.9%,6.9%,6.9%,,NO,KG,,,,
6447,193.0,,10.0,－ ポリスチレンのもの,,,,2%,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,4.1%,4.1%,,,KG,CR,,,
21930,193.0,,10.0,－ ポリスチレンのもの,,,,2%,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,4.5%,4.5%,,,KG,CR,,,
18867,193.0,,193.0,－ くり（気密容器入りのもので、容器ともの1個の重量が10キログラム以下のものに限るものとし、煎つたものを除く。）,,,,,,1.1%,,無税,1.1%,1.1%,2.1%,2.1%,5.3%,2.1%,3.2%,3.2%,,5.3%,8.4%,7.6%,10.6%,8.4%,8.4%,5.3%,,,,,KG,FD,,,
3384,193.0,,193.0,－ くり（気密容器入りのもので、容器ともの1個の重量が10キログラム以下のものに限るものとし、煎つたものを除く。）,,,,,,無税,,無税,無税,無税,1.1%,1.1%,5.3%,1.1%,2.1%,2.1%,,4.2%,7.4%,6.1%,9.1%,6.3%,6.3%,5.3%,,,,,KG,FD,,,
8360,193.0,,20.0,2 その他のもの,2.8%又は20円/kgのうちいずれか高い税率,,1.9%又は13円/kgのうちいずれか高い税率,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,1.6%又は10.64円/kgのうちいずれか高い税率,無税,,,KG,,,,
23843,193.0,,20.0,2 その他のもの,2.8%又は20円/kgのうちいずれか高い税率,,1.9%又は13円/kgのうちいずれか高い税率,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,1.7%又は11.82円/kgのうちいずれか高い税率,無税,,,KG,,,,
275,193.0,,20.0,2 牛のもの,190円/kg,,161.50円/kg,,無税,,,,,,,,,,,,,,関税割当数量以内のもの　96.90円/kg,,111.03円/kg,124.80円/kg,124.80円/kg,,,,,,KG,WAFDAN,,,
15758,193.0,,20.0,2 牛のもの,190円/kg,,161.50円/kg,,無税,,,,,,,,,,,,,,関税割当数量以内のもの　96.90円/kg,,121.13円/kg,132.14円/kg,132.14円/kg,,,,,,KG,WAFDAN,,,
1571,193.0,,210.0,(1)播種用のもの（野菜栽培用のものに限る。）である旨が政令で定めるところにより証明されたもの,10%,,6%,3%,無税,無税,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,4.9%,4.9%,4.9%,,,KG,FDPL,,,
17054,193.0,,210.0,(1)播種用のもの（野菜栽培用のものに限る。）である旨が政令で定めるところにより証明されたもの,10%,,6%,3%,無税,無税,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,5.5%,5.5%,5.5%,,,KG,FDPL,,,
12450,193.0,,90.0,－ ねじ,,,,,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,2.5%,2.5%,,,KG,,,,
27935,193.0,,90.0,－ ねじ,,,,,,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,無税,2.6%,2.6%,,,KG,,,,
